No,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
区分,データ取得日,プレイヤー名情報,プレイヤー名情報,プレイヤー名情報,プレイヤー名情報,ドライブゲージ,ドライブゲージ,ドライブゲージ,ドライブゲージ,ドライブゲージ,ドライブゲージ,ドライブゲージ,ドライブリバーサル,ドライブパリィ,ドライブパリィ,ドライブパリィ,ドライブパリィ,ドライブインパクト,ドライブインパクト,ドライブインパクト,ドライブインパクト,ドライブインパクト,ドライブインパクト,SAゲージ使用割合,SAゲージ使用割合,SAゲージ使用割合,SAゲージ使用割合,スタン,スタン,投げ,投げ,投げ,壁際,壁際,プレイ回数,プレイ回数,プレイ回数,プレイ回数,プレイポイント
項目,データ取得日,プレイヤー名,リーグポイント,ランク,MR,ドライブパリィ,ドライブインパクト,オーバードライブアーツ,パリィドライブラッシュ,キャンセルドライブラッシュ,ドライブリバーサル,ダメージ,使用回数,成功回数,相手のドライブパリィを投げた,自分のドライブパリィを投げられた,ジャストパリィ回数,決めた回数,パニッシュカウンターを決めた回数,相手のドライブインパクトに決めた回数,受けた回数,パニッシュカウンターを受けた回数,相手にドライブインパクトで返された回数,Lv1,Lv2,Lv3,CA,スタンさせた回数,スタンさせられた回数,決めた回数,受けた回数,投げ抜け回数,相手を追い詰めている時間,相手に追い詰められている時間,ランクマッチプレイ回数,カジュアルマッチプレイ回数,ルームマッチプレイ回数,バトルハブマッチプレイ回数,累計プレイポイント
単位,日付,テキスト,数値,テキスト,数値,割合,割合,割合,割合,割合,割合,割合,回,回,回,回,回,回,回,回,回,回,回,割合,割合,割合,割合,回,回,回,回,回,秒,秒,回,回,回,回,数値
386,2026/3/14,GGEZ,26727,MASTER,0,5.87%,5.52%,45.43%,2.24%,18.94%,2.93%,19.03%,0.4,1.4,0.1,0,0.3,0.8,0.6,0.3,0.4,0.3,0.1,43.75%,10.15%,37.50%,8.59%,0.1,0.1,2.6,1.6,0.2,7.2,5.4,1959,19,0,0,42577
387,2026/3/14,ddddfffff,23827,DIAMOND5,0,11.04%,3.98%,13.36%,7.36%,29.14%,2.27%,32.82%,0.3,0.7,0.1,0.1,0.2,0.4,0.3,0.1,0.4,0.3,0.1,4.34%,13.04%,43.47%,39.13%,0,0,1.5,2.8,0.1,6,8.9,11077,681,0,0,400796
388,2026/3/14,k4yo,22645,DIAMOND4,0,12.53%,10.16%,17.74%,7.31%,29.03%,0.00%,23.20%,0,1.4,0.2,0.2,0.4,0.9,0.7,0.3,0.4,0.3,0.2,35.05%,32.98%,17.52%,14.43%,0.2,0,3.7,2.6,1,12.5,7.7,16931,37,3102,58,560345
389,2026/3/14,池袋東口,202102,HIGH,1641,6.13%,1.51%,41.50%,3.50%,15.20%,3.31%,28.81%,0.4,0.7,0.2,0.2,0.1,0.1,0.1,0,0.2,0.1,0,36.98%,5.47%,42.46%,15.06%,0,0.1,2.3,2.5,0.5,6.4,9.4,12468,960,65,3,482792
390,2026/3/14,とりっぴー,24689,DIAMOND5,0,19.30%,2.01%,19.34%,9.01%,29.32%,0.16%,20.83%,0,2.7,0.2,0.2,1.8,0.3,0.3,0.2,0.3,0.2,0,12.50%,14.58%,60.41%,12.50%,0,0,2,2.1,0.8,10.3,5,12797,6399,6974,1787,752260
391,2026/3/14,Yoga3rdLeg,47358,MASTER,0,5.08%,6.93%,23.80%,1.55%,30.29%,6.89%,25.41%,0.8,1.3,0.2,0.1,0.2,0.8,0.6,0.3,0.6,0.4,0.2,37.50%,16.66%,30.55%,15.27%,0.1,0,1.2,2,0.5,4.7,9.2,1715,0,0,0,50888
392,2026/3/14,かめちゃん,19585,DIAMOND1,0,9.22%,1.51%,17.22%,2.12%,38.10%,0.07%,31.73%,0,2.2,0.2,0.2,1.2,0.1,0.1,0,0.1,0.1,0.1,29.62%,31.48%,29.62%,9.25%,0,0.1,1.5,3.9,1.3,4.4,20.5,1544,28,3939,48,235353
393,2026/3/14,rin9,162475,MASTER,1477,6.32%,1.25%,8.63%,3.44%,55.66%,1.12%,23.54%,0.1,0.8,0.3,0,0.2,0.1,0.1,0.1,0.2,0.1,0,31.37%,5.88%,35.29%,27.45%,0,0,2.6,1.2,0.2,9.8,7.4,9312,19,3665,0,357198
394,2026/3/14,想吃大橘瓣,20051,DIAMOND1,0,18.22%,4.56%,11.15%,12.18%,33.06%,0.61%,20.18%,0.1,1.6,0.1,0.3,0.4,0.4,0.3,0.2,0.4,0.3,0.1,38.18%,3.63%,41.81%,16.36%,0.1,0,2,2.3,0.2,9.7,7.3,2512,1958,52,33,139800
395,2026/3/14,Haru,24689,DIAMOND5,0,13.29%,3.45%,13.82%,3.34%,31.39%,1.12%,33.55%,0.1,2.7,0.1,0.2,0.8,0.5,0.3,0.2,0.2,0.1,0,10.41%,45.83%,33.33%,10.41%,0.2,0,1.8,2.8,0.4,9.7,7.5,13456,8,180,80,443366
396,2026/3/14,HeagleJr,24689,DIAMOND5,0,9.88%,3.33%,9.66%,5.09%,52.75%,0.19%,19.08%,0,1.7,0.1,0,0.1,0.6,0.5,0.4,1,0.2,0,32.07%,3.77%,56.60%,7.54%,0,0.1,1.4,1.5,0.2,7.8,4.2,86,0,0,0,2610
397,2026/3/14,かずまです,217480,MASTER,1521,10.72%,5.93%,21.92%,3.82%,32.21%,0.27%,25.09%,0,1.9,0.1,0.2,0.5,0.6,0.4,0.1,0.4,0.2,0.2,25.00%,21.66%,43.33%,10.00%,0.1,0.1,1.3,2,0.6,9.3,9.7,14886,134,0,0,458920
398,2026/3/14,Otinpan,362356,HIGH,1614,17.26%,1.34%,11.27%,7.92%,35.06%,0.61%,26.51%,0.1,3.4,0.1,0.2,1.1,0.2,0.2,0.1,0.4,0.2,0.1,13.68%,35.78%,33.68%,16.84%,0,0,1.7,2.7,0.8,8.7,9.7,34600,113,1215,401,1110849
399,2026/3/14,Hired Goon,23064,DIAMOND4,0,4.31%,2.02%,29.02%,2.68%,33.83%,0.00%,28.11%,0,0.7,0.3,0,0.1,0.3,0.3,0.2,0.4,0.2,0.1,30.76%,6.15%,40.00%,23.07%,0,0.1,2.8,2.2,0.2,4.4,10.3,2891,101,0,189,107906
400,2026/3/14,drZzzzz,23064,DIAMOND4,0,11.17%,6.17%,14.66%,6.84%,34.13%,0.23%,26.76%,0,0.9,0.1,0,0.3,0.6,0.4,0.2,0.5,0.3,0.1,44.61%,16.92%,30.76%,7.69%,0.1,0,1.6,1.9,0.3,10.7,5.3,297,3,0,0,9038
401,2026/3/14,すずむし,23064,DIAMOND4,0,7.47%,3.70%,19.23%,3.21%,35.35%,0.42%,30.59%,0.1,1.2,0.1,0.1,0.3,0.5,0.4,0.3,0.5,0.3,0,21.81%,16.36%,49.09%,12.72%,0.1,0,1.9,2.7,1.1,10.1,8.6,17539,313,1404,31,634837
402,2026/3/14,信州竜.,214558,MASTER,1522,8.05%,7.30%,23.25%,3.69%,32.71%,0.48%,24.49%,0,1.2,0.2,0.1,0.2,0.8,0.4,0.1,0.5,0.3,0.2,30.50%,8.47%,44.06%,16.94%,0.2,0,2.2,1.5,0.4,9,7.6,16577,4289,1491,138,654316
403,2026/3/14,ベヒーモス剛,226576,MASTER,1568,11.38%,2.89%,12.74%,1.99%,44.59%,1.31%,25.07%,0.2,3.3,0.2,0.4,0.6,0.4,0.2,0.2,0.3,0.2,0,18.00%,12.00%,46.00%,24.00%,0,0.1,1.9,2.3,0.2,4.6,10.3,33915,1250,165,0,1097942
404,2026/3/14,Saul,214547,MASTER,1519,9.59%,0.74%,13.35%,1.60%,46.98%,0.00%,27.71%,0,2.4,0.1,0.3,0.4,0.1,0.1,0.1,0.2,0.1,0,28.94%,56.57%,9.21%,5.26%,0,0.1,2.3,2.4,0.4,10.7,10.9,13495,11,659,0,413263
405,2026/3/14,ジャイアント鈴木,745217,ULTIMATE,1908,12.59%,2.86%,45.06%,8.94%,15.97%,0.31%,14.24%,0,1.4,0.3,0.2,0.2,0.4,0.2,0.1,0.2,0.1,0.1,32.67%,27.72%,30.69%,8.91%,0.2,0.1,1.8,1.7,0.3,12.2,7.5,43862,637,1539,6922,1633755
406,2026/3/14,vidar,214545,MASTER,1493,12.35%,2.88%,13.15%,5.45%,41.38%,0.97%,23.78%,0.1,2.2,0.2,0.3,0.7,0.3,0.2,0.1,0.3,0.2,0.1,20.00%,21.66%,38.33%,20.00%,0,0.1,2,2.4,0.5,9.5,9.7,25936,276,714,0,813328
407,2026/3/14,下町のごっつええザンギ,214543,HIGH,1628,13.06%,5.73%,44.02%,6.59%,4.42%,0.69%,25.46%,0.1,2,0.3,0.3,0.2,0.7,0.6,0.3,0.5,0.4,0.1,3.40%,36.36%,50.00%,10.22%,0.1,0,2.5,2.3,0.4,9.1,6.9,21106,126,965,98,666164
408,2026/3/14,おにぎり,214542,HIGH,1603,10.11%,4.31%,11.52%,4.81%,39.76%,1.53%,27.94%,0.2,1.9,0.1,0.2,0.3,0.5,0.4,0.1,0.3,0.2,0.1,36.58%,25.60%,24.39%,13.41%,0,0,2.1,2.3,0.7,11.9,10.4,10953,28,197,1515,450398
409,2026/3/14,serim,214540,HIGH,1607,13.27%,7.15%,11.67%,8.37%,28.38%,2.35%,28.78%,0.2,1.2,0.2,0.2,0.4,0.6,0.4,0.1,0.5,0.3,0.2,5.17%,13.79%,62.06%,18.96%,0.1,0.1,1.4,2.2,0.2,13,9.9,16945,281,3681,0,558941
410,2026/3/14,ninja26,214538,HIGH,1616,14.31%,2.60%,7.34%,9.00%,36.24%,0.34%,30.13%,0,1.5,0.3,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0,41.73%,22.60%,23.47%,12.17%,0.1,0.1,2.6,2.5,0.5,13,10.6,11549,436,7672,324,466926
411,2026/3/14,hotaten,312211,ULTIMATE,2085,12.20%,7.41%,26.25%,8.40%,23.28%,2.18%,20.24%,0.3,1.7,0.3,0.3,0.1,0.9,0.5,0.2,0.7,0.4,0.2,22.69%,53.37%,17.79%,6.13%,0.2,0.1,2.1,2.2,0.3,11.5,11.4,5056,951,1539,8616,562829
412,2026/3/14,kazu,258711,HIGH,1647,12.63%,3.84%,14.30%,7.23%,33.98%,0.33%,27.66%,0,1.6,0.1,0.2,0.2,0.5,0.3,0.1,0.3,0.2,0.1,13.51%,32.43%,37.83%,16.21%,0,0,1.4,2.3,0.5,8.3,8.9,28442,167,2262,2364,1011952
413,2026/3/14,まるき。,339562,ULTIMATE,1836,15.93%,1.02%,18.47%,11.56%,27.34%,0.98%,24.68%,0.1,1.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0,8.95%,23.88%,56.71%,10.44%,0,0,1.7,1.5,0.1,11.4,9.8,13405,160,2125,2011,547520
414,2026/3/14,man-near-oh,72653,MASTER,0,10.13%,1.70%,13.41%,8.20%,46.52%,0.27%,19.72%,0,0.6,0.2,0.1,0.1,0.2,0.1,0.1,0.5,0.3,0,13.15%,40.78%,30.26%,15.78%,0.1,0.1,2.4,2.3,0.6,8.7,15,11179,1698,9830,1,498072
415,2026/3/14,せりざわ,202184,GRAND,1725,13.82%,2.21%,11.25%,10.03%,38.64%,2.97%,21.04%,0.4,1.5,0.2,0.1,0.3,0.2,0.1,0,0.2,0.2,0,27.27%,15.15%,43.43%,14.14%,0.1,0,2.9,2.2,1,12.8,8.9,16771,254,6909,184,603651
416,2026/3/14,Jasminum,28600,MASTER,1494,11.98%,2.38%,14.90%,6.29%,38.74%,1.51%,24.15%,0.2,1.9,0.2,0.2,0.7,0.2,0.2,0.1,0.3,0.2,0.1,29.41%,23.52%,32.35%,14.70%,0.1,0.1,1.5,2.7,0.9,10.4,8.6,19739,298,928,37,622855
417,2026/3/14,JYAKU623,214524,MASTER,0,5.68%,2.79%,6.50%,3.18%,47.27%,0.00%,34.56%,0,0.6,0.1,0.1,0.2,0.3,0.2,0.1,0.4,0.1,0.1,26.31%,50.00%,13.15%,10.52%,0,0.1,2.2,2.4,0.4,10.4,8.1,7510,0,16,489,291269
418,2026/3/14,gameon801ec,214524,MASTER,1535,5.70%,7.32%,33.67%,0.14%,32.17%,0.92%,20.05%,0.1,2,0.2,0.2,0.6,0.9,0.4,0,0.5,0.3,0.3,29.89%,12.37%,42.26%,15.46%,0.3,0.1,1.9,1.4,0.4,7.7,6.6,7169,1,2292,0,245256
419,2026/3/14,namo_panda,25077,MASTER,0,9.70%,1.03%,8.90%,3.04%,50.95%,1.21%,25.14%,0.2,2.5,0.2,0.2,0.3,0.2,0.1,0,0.3,0.1,0.1,25.53%,10.63%,44.68%,19.14%,0,0.2,2.4,2.6,0.8,5.7,13.4,10385,37,2701,12,376850
420,2026/3/14,あれ..ガイル強化は？,214520,MASTER,1532,9.66%,6.23%,16.99%,7.38%,33.88%,4.44%,21.36%,0.6,0.6,0.1,0,0.2,0.7,0.5,0.2,0.5,0.4,0.1,62.40%,16.54%,17.29%,3.75%,0.1,0.2,1,2.4,0.5,8.4,10,12241,5,207,0,379554
421,2026/3/14,Parry Potter,214518,MASTER,1578,5.59%,4.28%,22.11%,2.27%,32.76%,10.83%,22.13%,1.2,0.9,0.1,0.1,0.1,0.4,0.3,0.2,0.6,0.4,0.2,57.14%,28.57%,10.00%,4.28%,0.1,0.1,2.2,1.5,0.1,3.4,7,8634,919,219,636,353348
422,2026/3/14,吼靓滴烟发,187503,HIGH,1603,11.88%,7.87%,15.67%,7.18%,36.64%,3.53%,17.19%,0.4,1.5,0.3,0.2,0.1,0.6,0.4,0.1,0.6,0.4,0.2,48.88%,11.11%,22.22%,17.77%,0,0.1,1.4,1.7,0.1,11,7.5,13786,3059,9,0,500541
423,2026/3/14,タ・シン亜種,190276,MASTER,0,10.64%,5.39%,14.10%,4.41%,32.68%,2.79%,29.97%,0.4,2.1,0.3,0.1,0.3,0.7,0.5,0.1,0.3,0.2,0.1,15.38%,34.61%,30.76%,19.23%,0.1,0.1,2.5,3.2,1,9.5,10.4,24619,4,81,0,750126
424,2026/3/14,3taro,96894,MASTER,1455,11.20%,3.12%,7.63%,5.84%,34.02%,1.46%,36.69%,0.2,1.4,0.3,0.3,0.4,0.4,0.3,0.1,0.2,0.2,0.1,31.42%,5.71%,60.00%,2.85%,0.1,0,1.5,3.1,0.8,9.5,14.9,8561,119,3128,0,299722
425,2026/3/14,エクレール,57640,MASTER,1525,17.08%,2.08%,12.60%,9.09%,42.42%,0.34%,16.36%,0.1,3,0.2,0.5,0.5,0.2,0.2,0.1,0.4,0.2,0.1,35.29%,16.47%,36.47%,11.76%,0.1,0.1,3.2,2.2,0.6,10.3,10.1,61204,2143,1091,126,1955950
426,2026/3/14,Yimbo,117925,MASTER,1597,14.31%,5.51%,26.52%,7.46%,23.90%,2.96%,19.31%,0.5,2.9,0.3,0.1,0.5,0.8,0.6,0.1,0.5,0.3,0.2,34.54%,14.54%,41.81%,9.09%,0.2,0.1,1.5,2,0.6,12.5,8.7,21465,2299,9677,442,837089
427,2026/3/14,モダンは誰でも勝てる＠本当です,187488,MASTER,1561,8.26%,2.69%,19.99%,5.78%,42.05%,1.27%,19.93%,0.1,0.7,0.2,0.1,0.1,0.3,0.2,0,0.1,0.1,0,64.58%,11.45%,22.91%,1.04%,0,0,2.3,1.2,0.4,10.6,7.1,14961,0,1113,975,564929
428,2026/3/14,SexyTamamochan,187488,HIGH,1610,11.55%,5.22%,10.95%,6.27%,49.93%,0.00%,16.04%,0,1.8,0.1,0.2,0.3,0.5,0.4,0.1,0.3,0.3,0.2,24.39%,7.31%,48.78%,19.51%,0,0.2,2.4,1.7,0.1,9,8.4,8310,880,185,0,281299
429,2026/3/14,SmokeRodeo,197259,HIGH,1629,12.83%,3.40%,7.94%,6.35%,37.32%,6.11%,26.03%,0.7,1.9,0.3,0.3,0.3,0.4,0.3,0.1,0.2,0.2,0.1,46.29%,11.11%,37.03%,5.55%,0,0.1,2.9,2,0.4,6.1,10.4,17956,0,4838,12199,1169588
430,2026/3/14,Tenjin,187485,MASTER,1407,6.13%,2.60%,24.96%,2.83%,39.02%,0.00%,24.42%,0,1,0.1,0.1,0.2,0.3,0.1,0.1,0.3,0.1,0,58.03%,0.00%,32.14%,9.82%,0.1,0.2,1.9,2.4,0.5,10.2,11,16735,0,0,11,501337
431,2026/3/14,砂漠の王,187482,HIGH,1646,9.37%,3.31%,18.60%,6.28%,40.26%,0.25%,21.89%,0,0.9,0.3,0.1,0.3,0.5,0.3,0.2,0.2,0.2,0,17.24%,15.51%,56.89%,10.34%,0.1,0,2,1.9,0.3,15.8,4.7,18633,0,7740,151,648849
432,2026/3/14,vvvvvvvvvvvv,130917,MASTER,1437,14.89%,7.51%,36.38%,6.68%,12.79%,0.15%,21.57%,0,2.6,0.3,0.2,0.2,0.7,0.4,0.1,0.4,0.3,0.2,72.15%,9.49%,14.55%,3.79%,0.1,0.1,2.3,2,0.5,8.9,7.6,9709,26886,42,22,1096663
433,2026/3/14,Slinky_IRL,70129,MASTER,0,21.42%,2.88%,11.52%,12.83%,1.57%,0.13%,49.62%,0,1.4,0.1,0.2,0.5,0.3,0.2,0.1,0.4,0.3,0,60.60%,15.15%,19.69%,4.54%,0.1,0,1.4,2.7,0.8,7.5,11.3,12164,292,26,60,383710
434,2026/3/14,按啥都被打,187479,HIGH,1650,24.70%,1.95%,3.41%,8.42%,11.53%,2.44%,47.52%,0.2,3.1,0.2,0.6,0.7,0.1,0,0,0.3,0.2,0,44.77%,2.98%,44.77%,7.46%,0.1,0.1,2.1,3.3,0.6,7.9,12.8,2969,0,14,0,88445
435,2026/3/14,5lack3,187479,HIGH,1608,13.32%,1.51%,27.41%,7.22%,30.02%,0.85%,19.63%,0.1,2.4,0.3,0.1,0.4,0.2,0.2,0.1,0.2,0.1,0,15.90%,25.00%,47.72%,11.36%,0,0,2.3,1.8,0.1,9.2,8,10894,77,651,16,341968
436,2026/3/14,噗噗买笑,187477,ULTIMATE,1800,17.37%,2.12%,17.50%,9.07%,27.04%,0.15%,26.72%,0,3.2,0.4,0.5,0.3,0.3,0.2,0.1,0.2,0.1,0.1,52.17%,15.94%,28.26%,3.62%,0.1,0,2.3,3.1,0.9,9.2,9.3,17093,12955,1017,1867,1028366
437,2026/3/14,高濃度ゆうP,187475,MASTER,1535,7.62%,3.62%,7.95%,2.50%,50.39%,3.83%,24.06%,0.5,1.8,0.1,0.1,0.4,0.5,0.2,0.1,0.4,0.2,0.1,23.91%,34.78%,33.69%,7.60%,0.1,0.2,1.9,2.7,1,4.8,13.1,5034,0,8582,247,256034
438,2026/3/14,Mercedes_C_C,187474,MASTER,1446,2.44%,0.27%,39.26%,0.98%,38.67%,0.00%,18.35%,0,0.4,0.2,0,0.1,0.1,0.1,0.1,0.4,0.3,0,48.38%,0.00%,38.70%,12.90%,0,0.1,2.5,1.3,0.1,5.8,9.3,6222,481,0,51,203745
439,2026/3/14,IAMTHEFINALBOSS,605100,ULTIMATE,1936,9.48%,4.32%,23.83%,4.98%,27.45%,1.48%,28.43%,0.2,1.3,0.1,0.1,0.5,0.5,0.3,0.2,0.5,0.3,0.1,53.27%,13.93%,20.49%,12.29%,0.1,0,2.6,2.5,0.7,9.3,10,37170,0,7674,216,1220157
440,2026/3/14,Kaitsu,187473,MASTER,1548,23.23%,8.54%,12.32%,16.83%,6.24%,0.00%,32.81%,0,1.7,0.2,0.3,0.3,0.5,0.3,0.1,0.5,0.3,0.2,48.14%,0.00%,27.77%,24.07%,0.1,0,2.1,2.9,1,8.2,8.2,7997,276,1683,178,274678
441,2026/3/14,noritotake,187471,MASTER,1435,12.35%,1.15%,24.65%,4.59%,34.30%,0.00%,22.94%,0,3.7,0.2,0.3,0.2,0.2,0.1,0.1,0.3,0.2,0,60.00%,13.79%,15.17%,11.03%,0.1,0.1,2.1,2.6,0.3,9.3,10.7,14576,1,1729,0,461242
442,2026/3/14,Nakano Kun,172609,MASTER,1592,10.66%,2.65%,5.31%,4.65%,43.57%,3.39%,29.74%,0.4,1.4,0.2,0.2,0.6,0.3,0.3,0.1,0.2,0.1,0,36.36%,9.09%,36.36%,18.18%,0,0,1.8,1.9,0.6,7.4,7.2,29488,0,6575,9308,1390670
443,2026/3/14,くれさた,25052,MASTER,0,17.61%,1.42%,10.91%,9.11%,36.55%,0.15%,24.21%,0,2.6,0.2,0.4,0.6,0.2,0.2,0.1,0.3,0.1,0,22.53%,19.71%,42.25%,15.49%,0,0,2.7,2.5,0.5,10.2,8.9,21071,238,16658,135,846001
444,2026/3/14,y_k/77,304380,HIGH,1679,12.98%,2.80%,23.85%,5.34%,37.02%,1.14%,16.83%,0.2,2.9,0.2,0.3,0.8,0.3,0.2,0.1,0.3,0.2,0,50.00%,11.02%,27.20%,11.76%,0.3,0.1,2.1,1.7,0.7,15.7,5.8,11769,2332,5972,66,491393
445,2026/3/14,すじこのこ,78378,HIGH,1606,9.83%,3.92%,13.16%,3.67%,46.20%,0.56%,22.65%,0.1,2.4,0.2,0.2,0.4,0.6,0.4,0.2,0.3,0.2,0,23.30%,14.56%,44.66%,17.47%,0.2,0.1,1.9,2.7,0.8,11,9.7,27333,37,3476,329,886238
446,2026/3/14,нубеч комбат,146856,HIGH,1607,11.05%,1.05%,7.21%,3.05%,49.53%,1.25%,26.82%,0.2,2.8,0.2,0.1,0.9,0.2,0.1,0.1,0.2,0.1,0,20.33%,40.67%,35.59%,3.38%,0.1,0.1,2.6,2.6,0.3,7.3,7.4,34656,3,8524,266,1139950
447,2026/3/14,よもぎでなんですけど,25760,MASTER,0,17.66%,6.40%,23.90%,8.87%,21.03%,3.77%,18.33%,0.5,3.3,0.2,0.4,0.5,0.6,0.2,0,0.5,0.4,0.1,23.40%,54.25%,13.82%,8.51%,0.1,0,1.9,1.5,0.1,14.4,6.8,6010,170,6766,59,273399
448,2026/3/14,yoshi,574001,MASTER,0,7.93%,1.91%,12.94%,3.09%,46.05%,0.16%,27.88%,0,1.7,0.3,0.1,0.4,0.3,0.3,0.2,0.1,0.1,0.1,37.33%,12.00%,41.33%,9.33%,0.1,0,2.9,2.4,1.1,9.3,8.4,27693,0,10272,2896,1090122
449,2026/3/14,ユウシ@uc0079s,166693,MASTER,1567,8.66%,1.10%,23.29%,6.20%,34.81%,5.50%,20.41%,0.7,0.7,0.3,0,0,0.1,0.1,0.1,0.1,0.1,0,38.77%,12.24%,28.57%,20.40%,0,0,3.4,1.7,0.1,10.7,8.5,10236,0,464,413,345197
450,2026/3/14,Camelo,166689,MASTER,1545,14.35%,1.25%,22.13%,9.14%,26.56%,0.16%,26.38%,0,2.1,0.4,0.2,0.4,0.1,0.1,0.1,0.5,0.3,0,9.83%,37.70%,42.62%,9.83%,0,0.1,1.2,2.2,0.6,10.3,6.7,19792,3497,1589,682,776325
451,2026/3/14,ジェイソン,72258,MASTER,1590,16.37%,1.26%,4.51%,7.31%,45.42%,0.27%,24.83%,0,3.4,0.2,0.3,0.9,0.1,0.1,0,0.2,0.1,0.1,47.45%,19.49%,21.18%,11.86%,0.1,0,2.7,2.4,0.2,11.8,9.2,5658,1543,904,2458,367212
452,2026/3/14,虎が目覚めたぞ～,166689,MASTER,1435,14.65%,2.42%,7.31%,9.68%,33.96%,2.04%,29.91%,0.2,1.6,0.3,0.1,0.3,0.3,0.2,0.2,0.4,0.4,0,8.51%,34.04%,34.04%,23.40%,0,0,1.8,2.8,0.8,9,8,19431,0,4877,11,679181
453,2026/3/14,アメリカン,192783,MASTER,1558,13.81%,4.09%,8.94%,8.41%,30.02%,0.07%,34.62%,0,2.3,0.2,0.1,0.4,0.6,0.4,0.3,0.5,0.3,0.1,40.96%,28.91%,18.07%,12.04%,0.2,0.1,3,4.3,1.1,8.6,12,14635,68,87,164,480882
454,2026/3/14,薩摩の和彫,22006,DIAMOND3,0,10.84%,3.98%,19.46%,5.94%,34.91%,0.35%,24.47%,0.1,1.6,0.4,0.3,0.5,0.5,0.4,0.1,0.3,0.2,0.1,43.61%,10.63%,27.65%,18.08%,0.1,0.1,2.4,2.6,0.8,10.1,8.1,15611,27,2198,112,501818
455,2026/3/14,诺贝尔下中脚奖获得者,166683,MASTER,1533,10.42%,2.38%,10.23%,6.74%,42.41%,0.26%,27.53%,0,0.8,0.1,0.1,0.1,0.3,0.2,0.1,0.3,0.2,0.1,14.49%,15.94%,46.37%,23.18%,0.1,0.1,1.1,2.9,0.6,8.5,9.9,8375,0,805,0,265473
456,2026/3/14,VENOM,132774,MASTER,1473,10.84%,6.27%,15.70%,7.80%,19.85%,1.48%,38.02%,0.2,0.6,0.1,0.1,0.1,0.7,0.5,0.1,0.5,0.3,0.1,33.33%,10.00%,33.33%,23.33%,0,0.1,2.1,2.3,0.6,10.7,9.5,32722,5768,337,208,1182681
457,2026/3/14,くさや！,166681,HIGH,1645,14.92%,3.78%,20.23%,9.64%,17.51%,3.86%,30.03%,0.5,1.5,0.3,0.2,0.3,0.4,0.3,0.2,0.2,0.1,0,15.25%,3.38%,64.40%,16.94%,0.2,0.1,2.6,3.2,1.1,8.6,9.7,4337,145,52,0,139377
458,2026/3/14,肉うどんZ,166680,HIGH,1657,14.89%,1.87%,15.25%,9.06%,30.86%,0.78%,27.25%,0.1,1.3,0.2,0.3,0.3,0.2,0.1,0,0.2,0.1,0,20.00%,7.14%,65.71%,7.14%,0.1,0.1,1.4,2.4,0.7,11.4,12,18902,11,5555,2126,759627
459,2026/3/14,Mitsumaru_cs,21212,DIAMOND2,0,9.73%,8.27%,23.61%,6.37%,24.09%,5.40%,22.50%,0.8,1.1,0.1,0.1,0.1,1,0.7,0.2,0.6,0.4,0.2,34.16%,16.66%,35.83%,13.33%,0.1,0.1,3.3,1.6,0.3,10.4,5.3,8473,656,1558,305,333763
460,2026/3/14,地獄マンリキ,166679,MASTER,1573,14.34%,1.23%,32.87%,5.53%,20.50%,0.82%,24.69%,0.1,2.9,0.2,0.3,1.1,0.2,0.2,0.2,0.6,0.4,0,55.12%,17.94%,23.07%,3.84%,0,0.2,1.4,2,0.4,12.1,11.4,6925,80,505,300,235765
461,2026/3/14,Redg1e,35582,MASTER,0,12.02%,2.49%,28.96%,5.54%,25.65%,0.84%,24.46%,0.1,2,0.2,0.2,0.2,0.4,0.3,0.2,0.2,0.2,0,18.18%,24.24%,39.39%,18.18%,0.1,0,1.9,1.6,0.3,6.1,10.3,8976,12998,2486,161,691047
462,2026/3/14,SunnySide,150346,MASTER,0,3.94%,1.69%,9.24%,1.04%,58.53%,0.23%,25.29%,0,0.8,0.1,0.1,0.2,0.2,0.2,0.1,0.3,0.2,0,21.42%,21.42%,40.47%,16.66%,0,0,1.9,2.4,0.5,9.4,9.5,8954,0,30,22,287580
463,2026/3/14,R_Z_M,150344,MASTER,1548,12.68%,13.78%,12.73%,9.32%,0.00%,1.49%,49.96%,0.1,0.5,0.1,0.1,0,0.5,0.3,0,0.6,0.4,0.3,11.86%,37.28%,45.76%,5.08%,0.1,0,2.3,2.6,0.3,10.2,11,2645,0,374,0,84990
464,2026/3/14,DatchMoth,139999,MASTER,1567,15.60%,4.47%,12.49%,9.53%,30.51%,1.09%,26.27%,0.1,1.5,0.2,0.2,0.5,0.5,0.3,0.2,0.4,0.2,0.1,27.27%,30.90%,29.09%,12.72%,0.1,0.1,3.2,2.4,0.5,11.1,7.2,8017,7938,381,4174,686110
465,2026/3/14,Kwonkicker,150343,MASTER,1454,11.52%,2.90%,29.58%,6.46%,16.91%,4.51%,28.09%,0.5,1.4,0.2,0.1,0.2,0.3,0.2,0.1,0.3,0.2,0,32.65%,45.91%,17.34%,4.08%,0,0.1,3.3,2.1,0.1,4.5,12.9,19008,6832,2615,82,824548
